year,self_employed,number_of_employees,tech_company,mental_health_benefits,mental_health_benefits_awareness,employer_mental_health_discussion,employer_mental_health_learning_resources,mental_health_treatment_anonymity,mental_health_leave_accessibility,mental_health_discussion_comfort_coworkers,mental_health_discussion_comfort_supervisor
2016,No,500-1000,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Yes
2016,No,1-5,Yes,Not eligible for coverage or N/A,N/A,No,Don't know,No,Somewhat easy,Yes,Yes
2016,No,100-500,Yes,Yes,Not sure,No,Yes,Don't know,Somewhat difficult,No,Maybe
2016,No,More than 1000,Yes,Not eligible for coverage or N/A,N/A,Yes,Yes,Don't know,Somewhat difficult,No,No
2016,No,More than 1000,No,Yes,No,No,Yes,Yes,Don't know,No,No
2016,No,6-25,Yes,No,N/A,No,No,Don't know,Don't know,Maybe,Maybe
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,Yes,No,Don't know,Somewhat difficult,No,No
2016,No,26-100,Yes,Don't know,Not sure,No,No,Yes,Somewhat easy,Maybe,Maybe
2016,No,More than 1000,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Yes,Yes
2016,No,More than 1000,Yes,No,No,Yes,No,Don't know,Very easy,No,Maybe
2016,No,More than 1000,Yes,Yes,Not sure,No,Don't know,No,Somewhat difficult,Maybe,No
2016,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Yes,Very easy,Maybe,Yes
2016,No,26-100,Yes,No,N/A,No,No,Don't know,Neither easy nor difficult,Maybe,Yes
2016,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,No
2016,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,No,Don't know,No,Maybe
2016,No,100-500,Yes,Yes,No,No,Yes,Don't know,Very difficult,No,No
2016,No,More than 1000,No,Not eligible for coverage or N/A,Not sure,Yes,Yes,Yes,Don't know,No,Maybe
2016,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe
2016,No,100-500,Yes,No,N/A,No,No,Don't know,Somewhat easy,No,Maybe
2016,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Very difficult,Maybe,Maybe
2016,No,6-25,No,No,N/A,No,No,Don't know,Somewhat difficult,No,No
2016,No,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Somewhat easy,No,Maybe
2016,No,26-100,Yes,No,N/A,No,No,Don't know,Don't know,No,No
2016,No,500-1000,No,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,Maybe
2016,No,1-5,Yes,Not eligible for coverage or N/A,N/A,Don't know,Don't know,Don't know,Very easy,Yes,Yes
2016,No,500-1000,Yes,Yes,Yes,No,Yes,Don't know,Very difficult,No,No
2016,No,26-100,Yes,Yes,Not sure,No,No,Don't know,Very difficult,No,No
2016,No,More than 1000,No,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,Maybe,Yes
2016,No,More than 1000,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Neither easy nor difficult,No,Yes
2016,No,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Neither easy nor difficult,Yes,Maybe
2016,No,1-5,Yes,Not eligible for coverage or N/A,No,No,No,No,Somewhat difficult,Maybe,Maybe
2016,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,No,Maybe
2016,No,More than 1000,No,Yes,Not sure,Don't know,Yes,Yes,Neither easy nor difficult,No,No
2016,No,More than 1000,No,Don't know,Not sure,Yes,Yes,Don't know,Very easy,Maybe,Yes
2016,No,100-500,Yes,Yes,Not sure,No,Yes,Yes,Very difficult,Maybe,No
2016,No,1-5,Yes,No,N/A,No,No,Yes,Somewhat difficult,No,No
2016,No,26-100,Yes,Yes,Not sure,No,No,Yes,Somewhat easy,No,No
2016,No,6-25,Yes,No,N/A,No,No,Don't know,Very easy,Yes,Yes
2016,No,6-25,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Maybe,No
2016,No,6-25,No,No,No,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,More than 1000,Yes,No,N/A,Yes,Yes,Yes,Somewhat easy,No,No
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,Yes
2016,No,100-500,Yes,Don't know,Yes,No,No,Don't know,Neither easy nor difficult,Maybe,No
2016,No,6-25,Yes,No,N/A,No,No,Don't know,Very easy,Maybe,Yes
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,No,No,Yes,Neither easy nor difficult,Maybe,Maybe
2016,No,100-500,No,No,No,Yes,No,Yes,Somewhat difficult,Yes,Yes
2016,No,100-500,No,Don't know,Not sure,Yes,Yes,Don't know,Very easy,No,Yes
2016,No,6-25,Yes,No,Yes,No,No,No,Neither easy nor difficult,No,No
2016,No,100-500,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,Maybe
2016,No,100-500,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Yes
2016,No,More than 1000,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,No,No
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Neither easy nor difficult,Maybe,No
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No
2016,No,6-25,Yes,Yes,No,No,No,Yes,Very difficult,No,No
2016,No,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,Yes
2016,No,6-25,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,No,Maybe
2016,No,100-500,No,Don't know,No,Don't know,Yes,Yes,Don't know,No,No
2016,No,1-5,Yes,Yes,No,No,No,Don't know,Very difficult,Yes,Maybe
2016,No,6-25,Yes,Yes,Yes,No,No,Yes,Don't know,No,Maybe
2016,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,26-100,Yes,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,Yes
2016,No,More than 1000,No,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes
2016,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Neither easy nor difficult,Yes,Maybe
2016,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No
2016,No,More than 1000,No,Not eligible for coverage or N/A,N/A,No,Don't know,Don't know,Very difficult,No,No
2016,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes
2016,No,1-5,Yes,Not eligible for coverage or N/A,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,Very easy,Yes,Yes
2016,No,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Yes,Yes
2016,No,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,Very easy,Yes,Yes
2016,No,26-100,Yes,Yes,No,No,No,Don't know,Very easy,Maybe,Maybe
2016,No,26-100,Yes,Don't know,Not sure,No,Yes,Don't know,Very easy,Yes,Yes
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,No,No
2016,No,26-100,Yes,Don't know,No,No,No,Yes,Very easy,Maybe,Maybe
2016,No,26-100,Yes,Yes,No,No,Yes,Yes,Very easy,Yes,Yes
2016,No,100-500,Yes,Don't know,No,No,No,Yes,Very easy,Yes,Yes
2016,No,26-100,Yes,Don't know,No,No,Don't know,Yes,Don't know,No,No
2016,No,26-100,Yes,Don't know,No,No,No,Don't know,Very easy,Yes,Yes
2016,No,26-100,Yes,Yes,Not sure,No,No,Yes,Somewhat easy,Maybe,Maybe
2016,No,6-25,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No
2016,No,26-100,Yes,Yes,No,No,Don't know,Don't know,Very easy,Maybe,Yes
2016,No,26-100,Yes,Yes,Not sure,No,No,Don't know,Very difficult,No,No
2016,No,More than 1000,No,Don't know,No,Don't know,Yes,Don't know,Don't know,No,No
2016,No,26-100,Yes,Yes,No,Don't know,Yes,Yes,Somewhat easy,Maybe,Yes
2016,No,1-5,Yes,Don't know,Not sure,Yes,Don't know,Yes,Very easy,Yes,Yes
2016,No,500-1000,No,No,No,No,No,No,Neither easy nor difficult,No,No
2016,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,Maybe
2016,No,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Very difficult,Maybe,Maybe
2016,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Very easy,No,No
2016,No,6-25,Yes,No,N/A,No,No,Yes,Very easy,Yes,Yes
2016,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,No,No
2016,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes
2016,No,More than 1000,Yes,Not eligible for coverage or N/A,Not sure,No,Don't know,Don't know,Very difficult,No,No
2016,No,More than 1000,No,Don't know,No,No,No,Don't know,Very difficult,No,No
2016,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Very difficult,No,No
2016,No,More than 1000,Yes,Don't know,No,No,Don't know,Yes,Neither easy nor difficult,No,Maybe
2016,No,26-100,Yes,Don't know,No,No,No,Yes,Very easy,Maybe,Yes
2016,No,More than 1000,No,Not eligible for coverage or N/A,N/A,Yes,No,Don't know,Very easy,No,No
2016,No,More than 1000,No,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,1-5,Yes,Don't know,No,No,No,Yes,Somewhat easy,Yes,Yes
2016,No,More than 1000,Yes,Yes,Not sure,No,Yes,Yes,Somewhat easy,Maybe,Yes
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,Don't know,Don't know,Don't know,Very easy,No,Maybe
2016,No,100-500,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No
2016,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No
2016,No,More than 1000,No,No,N/A,No,No,Don't know,Somewhat easy,Yes,Maybe
2016,No,6-25,Yes,Don't know,Not sure,No,No,No,Very difficult,Maybe,No
2016,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Neither easy nor difficult,Yes,Maybe
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No
2016,No,More than 1000,No,Yes,No,Yes,Yes,Don't know,Very easy,Yes,Yes
2016,No,More than 1000,No,No,No,No,No,Don't know,Very easy,Maybe,Yes
2016,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,No,Maybe
2016,No,6-25,No,Don't know,Not sure,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,1-5,Yes,No,N/A,No,No,Don't know,Very difficult,Maybe,Yes
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,No,Maybe
2016,No,26-100,No,Yes,No,No,Yes,Don't know,Somewhat difficult,Maybe,Yes
2016,No,6-25,Yes,Don't know,No,Yes,No,Yes,Somewhat difficult,No,No
2016,No,100-500,No,Don't know,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Yes
2016,No,6-25,Yes,Don't know,Not sure,No,Don't know,Don't know,Neither easy nor difficult,No,No
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,No,Maybe
2016,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No
2016,No,6-25,Yes,No,No,No,No,Don't know,Very easy,Maybe,Maybe
2016,No,26-100,Yes,Yes,No,No,Don't know,Don't know,Very difficult,No,No
2016,No,26-100,No,Don't know,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,No
2016,No,More than 1000,Yes,Yes,Yes,Don't know,Don't know,No,Somewhat easy,Yes,Yes
2016,No,100-500,Yes,Yes,No,No,Don't know,Yes,Somewhat easy,Maybe,Yes
2016,No,6-25,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,26-100,No,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,Maybe
2016,No,500-1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,26-100,Yes,Don't know,No,No,No,Don't know,Neither easy nor difficult,No,No
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Maybe
2016,No,100-500,Yes,Yes,Not sure,Don't know,Yes,No,Somewhat easy,Maybe,No
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,More than 1000,No,Don't know,No,Yes,Yes,Don't know,Somewhat easy,No,No
2016,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,Neither easy nor difficult,Maybe,No
2016,No,26-100,Yes,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,Yes
2016,No,6-25,Yes,No,N/A,No,No,Don't know,Neither easy nor difficult,No,Maybe
2016,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Neither easy nor difficult,Yes,Yes
2016,No,More than 1000,No,Yes,Yes,Don't know,Yes,Yes,Neither easy nor difficult,Yes,Yes
2016,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Very easy,Maybe,Maybe
2016,No,6-25,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe
2016,No,26-100,Yes,No,N/A,No,No,Don't know,Very difficult,No,No
2016,No,500-1000,Yes,Not eligible for coverage or N/A,No,Yes,No,Don't know,Somewhat easy,Maybe,Yes
2016,No,100-500,No,Yes,Yes,No,No,Yes,Very easy,Yes,Yes
2016,No,26-100,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Yes
2016,No,100-500,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Yes
2016,No,100-500,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat difficult,Maybe,Yes
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Neither easy nor difficult,No,No
2016,No,26-100,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,Maybe
2016,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No
2016,No,6-25,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Very difficult,No,No
2016,No,26-100,Yes,Yes,No,No,Don't know,Don't know,Very easy,Maybe,Yes
2016,No,26-100,Yes,No,N/A,No,No,No,Somewhat difficult,No,No
2016,No,100-500,Yes,No,No,No,No,Don't know,Somewhat easy,No,No
2016,No,100-500,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe
2016,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe
2016,No,6-25,Yes,Don't know,No,No,No,Yes,Somewhat easy,Yes,Yes
2016,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe
2016,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Very easy,Maybe,Maybe
2016,No,26-100,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,Maybe,Yes
2016,No,100-500,No,Yes,No,Yes,Don't know,Yes,Very easy,Maybe,Yes
2016,No,6-25,Yes,No,No,No,No,Don't know,Don't know,No,No
2016,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Very easy,Maybe,No
2016,No,26-100,No,No,Not sure,No,No,Don't know,Neither easy nor difficult,Maybe,Maybe
2016,No,100-500,Yes,No,N/A,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,More than 1000,No,Don't know,Not sure,No,No,No,Somewhat difficult,No,No
2016,No,6-25,Yes,No,No,No,No,Don't know,Very easy,Maybe,Yes
2016,No,More than 1000,No,Don't know,Not sure,No,No,Don't know,Very difficult,No,No
2016,No,100-500,No,Yes,Yes,No,Yes,Don't know,Neither easy nor difficult,Maybe,Maybe
2016,No,1-5,Yes,No,N/A,No,No,Don't know,Very easy,No,No
2016,No,More than 1000,Yes,Not eligible for coverage or N/A,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe
2016,No,More than 1000,No,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Yes
2016,No,6-25,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes
2016,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,Yes
2016,No,More than 1000,Yes,Yes,Not sure,Yes,No,Yes,Somewhat difficult,Yes,Yes
2016,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes
2016,No,500-1000,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No
2016,No,6-25,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Yes,Yes
2016,No,1-5,Yes,Not eligible for coverage or N/A,N/A,Yes,Yes,Yes,Very easy,Yes,Yes
2016,No,6-25,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,26-100,No,Don't know,Not sure,No,No,Don't know,Don't know,No,Maybe
2016,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No
2016,No,26-100,Yes,Yes,No,No,No,Don't know,Very difficult,Maybe,No
2016,No,More than 1000,No,Not eligible for coverage or N/A,Not sure,Don't know,Don't know,Don't know,Neither easy nor difficult,Maybe,No
2016,No,More than 1000,No,Yes,Yes,No,No,Yes,Somewhat difficult,No,No
2016,No,26-100,No,No,No,No,No,Yes,Don't know,Yes,Yes
2016,No,6-25,Yes,No,N/A,No,No,Don't know,Don't know,No,No
2016,No,More than 1000,Yes,Yes,Yes,No,Don't know,Don't know,Very difficult,Maybe,No
2016,No,26-100,Yes,Yes,No,Yes,No,Yes,Very easy,Maybe,Yes
2016,No,6-25,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Neither easy nor difficult,Maybe,No
2016,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,No
2016,No,1-5,No,No,No,No,No,No,Very difficult,No,No
2016,No,100-500,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,Maybe
2016,No,26-100,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No
2016,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Maybe
2016,No,6-25,Yes,Yes,No,Yes,Don't know,Yes,Somewhat easy,Yes,Yes
2016,No,6-25,Yes,Yes,Not sure,No,No,Don't know,Don't know,No,No
2016,No,1-5,No,No,Not sure,No,Don't know,No,Very difficult,No,No
2016,No,6-25,No,Don't know,No,No,No,Don't know,Very difficult,Maybe,Yes
2016,No,More than 1000,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No
2016,No,More than 1000,No,Don't know,Not sure,No,Yes,Don't know,Neither easy nor difficult,No,No
2016,No,More than 1000,No,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No
2016,No,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Yes
2016,No,100-500,No,Yes,No,No,No,Yes,Don't know,No,No
2016,No,More than 1000,Yes,Yes,Not sure,Don't know,Yes,Yes,Neither easy nor difficult,No,No
2016,No,1-5,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Yes,Yes
2016,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Yes
2016,No,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Maybe
2016,No,100-500,No,No,No,No,No,Don't know,Neither easy nor difficult,No,No
2016,No,More than 1000,Yes,Yes,Yes,No,Don't know,Yes,Somewhat difficult,No,No
2016,No,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Neither easy nor difficult,Maybe,Maybe
2016,No,26-100,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Maybe,Maybe
2016,No,100-500,Yes,Yes,Not sure,Yes,No,Yes,Somewhat easy,Yes,Yes
2016,No,100-500,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Yes
2016,No,26-100,Yes,Not eligible for coverage or N/A,Not sure,No,No,Don't know,Somewhat easy,Yes,Yes
2016,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No
2016,No,26-100,No,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe
2016,No,1-5,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Yes
2016,No,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Very difficult,No,No
2016,No,More than 1000,No,No,N/A,No,Yes,Yes,Very easy,Yes,Yes
2016,No,1-5,Yes,No,No,No,No,No,Somewhat difficult,No,No
2016,No,6-25,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Somewhat easy,Maybe,Maybe
2016,No,More than 1000,No,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe
2016,No,6-25,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Neither easy nor difficult,Maybe,No
2016,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,Maybe
2016,No,6-25,Yes,No,No,No,No,No,Somewhat difficult,No,No
2016,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Yes
2016,No,6-25,Yes,No,No,Don't know,Don't know,No,Very difficult,Maybe,No
2016,No,26-100,No,No,N/A,No,No,Don't know,Somewhat difficult,Maybe,No
2016,No,6-25,No,No,No,No,No,Don't know,Neither easy nor difficult,No,Yes
2016,No,More than 1000,No,Don't know,No,Yes,Yes,Yes,Somewhat easy,Maybe,Yes
2016,No,More than 1000,Yes,Don't know,Yes,No,Yes,Yes,Very easy,No,Yes
2016,No,1-5,No,No,No,No,No,No,Very easy,Yes,Yes
2016,No,6-25,No,Don't know,Not sure,No,No,Don't know,Don't know,No,Maybe
2016,No,26-100,Yes,No,Yes,No,No,No,Somewhat easy,No,No
2016,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Very easy,No,Yes
2016,No,More than 1000,Yes,No,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Maybe
2016,No,100-500,Yes,No,No,No,No,No,Somewhat difficult,Maybe,Maybe
2016,No,6-25,No,No,No,No,No,Yes,Neither easy nor difficult,Maybe,Maybe
2016,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Yes,Yes
2016,No,100-500,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes
2016,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,No,No,Don't know,Somewhat difficult,Maybe,No
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Neither easy nor difficult,Maybe,Maybe
2016,No,26-100,Yes,Don't know,Not sure,No,Yes,Yes,Somewhat difficult,Maybe,Maybe
2016,No,100-500,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No
2016,No,More than 1000,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,Maybe
2016,No,More than 1000,No,Yes,Not sure,Don't know,Yes,Yes,Somewhat difficult,Maybe,Maybe
2016,No,500-1000,No,Yes,Not sure,Yes,Yes,Don't know,Somewhat difficult,No,Maybe
2016,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,No,No
2016,No,100-500,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No
2016,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Very difficult,No,No
2016,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Very difficult,No,No
2016,No,6-25,Yes,Not eligible for coverage or N/A,No,No,No,Yes,Neither easy nor difficult,Yes,No
2016,No,More than 1000,Yes,Yes,No,No,Yes,Don't know,Don't know,No,No
2016,No,26-100,Yes,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,Yes
2016,No,26-100,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe
2016,No,More than 1000,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,Maybe
2016,No,100-500,Yes,Not eligible for coverage or N/A,N/A,No,No,Yes,Somewhat easy,Yes,Yes
2016,No,26-100,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,Maybe
2016,No,6-25,No,Yes,Yes,No,No,Don't know,Don't know,No,No
2016,No,26-100,Yes,Don't know,Yes,No,No,Don't know,Neither easy nor difficult,No,No
2016,No,100-500,No,Yes,Not sure,Yes,Yes,Don't know,Somewhat easy,Maybe,Yes
2016,No,26-100,Yes,Yes,No,No,Don't know,Yes,Somewhat difficult,Maybe,No
2016,No,More than 1000,Yes,Don't know,Not sure,Yes,Yes,Don't know,Somewhat easy,Yes,Yes
2016,No,More than 1000,No,Don't know,Not sure,No,No,Don't know,Neither easy nor difficult,No,Maybe
2016,No,26-100,Yes,Yes,No,No,No,Don't know,Very difficult,No,No
2016,No,1-5,Yes,Not eligible for coverage or N/A,Yes,No,No,No,Don't know,No,No
2016,No,More than 1000,No,Not eligible for coverage or N/A,N/A,Yes,Yes,Yes,Neither easy nor difficult,Yes,Maybe
2016,No,26-100,Yes,Yes,Yes,No,No,No,Neither easy nor difficult,Maybe,Maybe
2016,No,1-5,Yes,Yes,No,No,No,Don't know,Somewhat difficult,Maybe,No
2016,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Very difficult,No,No
2016,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Very easy,Yes,Yes
2016,No,100-500,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Yes
2016,No,6-25,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Yes,Yes
2016,No,More than 1000,No,Yes,No,No,Yes,Don't know,Don't know,Maybe,Yes
2016,No,26-100,Yes,No,Yes,Yes,No,No,Don't know,Maybe,Yes
2016,No,6-25,Yes,No,Not sure,Yes,No,Don't know,Somewhat difficult,No,Yes
2016,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No
2016,No,6-25,Yes,No,No,No,No,No,Somewhat difficult,No,No
2016,No,100-500,Yes,Don't know,Not sure,No,Don't know,Yes,Don't know,No,No
2016,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Yes
2016,No,26-100,Yes,Don't know,No,No,No,Don't know,Very difficult,No,No
2016,No,6-25,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No
2016,No,1-5,Yes,Not eligible for coverage or N/A,Not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Maybe
2016,No,100-500,No,Yes,Yes,No,Don't know,Yes,Somewhat easy,Yes,Yes
2016,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,Very difficult,Yes,Maybe
2016,No,More than 1000,No,Not eligible for coverage or N/A,Not sure,No,Don't know,Don't know,Very difficult,Maybe,No
2016,No,500-1000,Yes,No,No,No,No,Don't know,Somewhat easy,No,Maybe
2016,No,26-100,Yes,No,N/A,No,No,Don't know,Very difficult,No,No
2016,No,26-100,Yes,Yes,Not sure,Yes,No,Don't know,Neither easy nor difficult,No,No
2016,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No
2016,No,26-100,Yes,No,No,No,No,Yes,Very easy,Yes,Maybe
2016,No,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe
